time	W	usage_c0	usage_c1	usage_c2	usage_c3	usage_c4	usage_c5	usage_c6	usage_c7	temp4	temp5	temp6	temp7
1676254083.3080091	11.924	0.055999999999999994	0.053	0.0	0.0	1.0	0.857	0.9	0.857	67.0	73.0	74.0	62.0	
1676254083.508291	11.924	0.111	0.053	0.055999999999999994	0.0	1.0	0.9470000000000001	0.95	0.95	67.0	73.0	74.0	62.0	
1676254083.7085855	11.924	0.16699999999999998	0.0	0.0	0.05	0.9520000000000001	0.857	0.8640000000000001	0.857	67.0	72.0	73.0	61.0	
1676254083.9091508	12.134	0.158	0.0	0.048	0.048	1.0	0.955	0.95	0.9520000000000001	67.0	73.0	75.0	63.0	
1676254084.1098337	12.134	0.263	0.0	0.0	0.19	0.9470000000000001	0.895	0.895	0.9470000000000001	67.0	73.0	74.0	62.0	
1676254084.3103175	12.134	0.158	0.05	0.053	0.105	0.895	0.9440000000000001	0.895	0.905	67.0	73.0	74.0	62.0	
1676254084.510828	12.134	0.111	0.095	0.14300000000000002	0.105	0.9520000000000001	0.95	0.9520000000000001	1.0	67.0	73.0	75.0	63.0	
1676254084.7113113	12.134	0.16699999999999998	0.05	0.0	0.15	0.9	0.85	0.9	1.0	67.0	73.0	74.0	63.0	
1676254084.9118278	12.176	0.17600000000000002	0.05	0.05	0.15	0.905	0.9520000000000001	0.905	1.0	67.0	73.0	75.0	63.0	
1676254085.1123114	12.176	0.1	0.0	0.05	0.105	0.889	0.85	0.895	1.0	67.0	73.0	75.0	63.0	
1676254085.3127952	12.176	0.05	0.0	0.0	0.1	0.95	0.95	0.9470000000000001	1.0	67.0	73.0	75.0	63.0	
1676254085.5132942	12.176	0.11800000000000001	0.053	0.053	0.15	0.905	0.9	0.905	1.0	66.0	73.0	74.0	64.0	
1676254085.7137964	11.615	0.111	0.055999999999999994	0.0	0.15	0.857	0.9520000000000001	0.905	0.905	66.0	74.0	74.0	62.0	
1676254085.914328	11.615	0.3	0.316	0.4	0.45	1.0	1.0	1.0	0.95	66.0	74.0	75.0	62.0	
1676254086.1148682	11.615	0.5	0.19	0.381	0.3	0.857	1.0	0.9	0.85	66.0	74.0	74.0	62.0	
1676254086.315568	11.615	0.579	0.222	0.3	0.556	0.9470000000000001	1.0	0.9470000000000001	0.9470000000000001	67.0	74.0	75.0	62.0	
1676254086.5160983	11.615	0.526	0.105	0.278	0.45	0.905	0.9520000000000001	0.857	0.857	66.0	74.0	74.0	62.0	
1676254086.7166352	11.615	0.2	0.35	0.2	0.316	0.95	1.0	0.95	0.9520000000000001	68.0	74.0	75.0	63.0	
1676254086.91713	11.87	0.16699999999999998	0.0	0.1	0.0	0.857	1.0	0.857	0.9	67.0	74.0	74.0	62.0	
1676254087.11763	11.87	0.055999999999999994	0.0	0.105	0.0	0.95	1.0	1.0	0.95	67.0	74.0	74.0	62.0	
1676254087.3181252	11.87	0.16699999999999998	0.0	0.23800000000000002	0.21100000000000002	0.95	0.9520000000000001	0.905	1.0	68.0	73.0	76.0	63.0	
1676254087.5186427	11.87	0.2	0.0	0.158	0.05	0.9	0.85	0.857	0.9520000000000001	66.0	73.0	74.0	63.0	
1676254087.7191217	11.87	0.16699999999999998	0.1	0.182	0.0	0.95	0.9470000000000001	0.95	1.0	68.0	74.0	75.0	64.0	
1676254087.919615	11.825	0.21100000000000002	0.0	0.15	0.0	0.857	0.85	0.895	1.0	67.0	74.0	75.0	64.0	
1676254088.1201105	11.825	0.0	0.0	0.105	0.05	0.95	0.95	0.95	1.0	67.0	74.0	75.0	64.0	
1676254088.3205807	11.825	0.136	0.053	0.2	0.0	0.895	0.9	0.895	1.0	67.0	74.0	75.0	64.0	
1676254088.5212002	11.825	0.0	0.0	0.105	0.095	0.905	0.95	0.9520000000000001	1.0	68.0	74.0	76.0	64.0	
1676254088.721717	11.825	0.05	0.048	0.1	0.0	0.9470000000000001	0.857	0.81	0.9470000000000001	68.0	73.0	74.0	63.0	
1676254088.922215	11.882	0.105	0.105	0.15	0.0	0.95	0.95	0.95	1.0	67.0	74.0	75.0	64.0	
1676254089.1227083	11.882	0.05	0.0	0.15	0.05	0.9	0.9470000000000001	0.9470000000000001	1.0	67.0	73.0	75.0	64.0	
1676254089.323187	11.882	0.15	0.05	0.15	0.0	0.905	0.9	0.9	0.9520000000000001	68.0	74.0	76.0	64.0	
1676254089.5237162	11.882	0.15	0.053	0.19	0.05	0.9470000000000001	0.95	0.9520000000000001	1.0	68.0	74.0	76.0	64.0	
1676254089.724207	11.466	0.0	0.05	0.16699999999999998	0.05	0.9	0.85	0.895	1.0	68.0	74.0	76.0	64.0	
1676254089.9246967	11.466	0.1	0.0	0.0	0.105	0.9470000000000001	0.9470000000000001	0.9470000000000001	1.0	68.0	74.0	76.0	64.0	
1676254090.1251843	11.466	0.111	0.0	0.0	0.055999999999999994	0.85	0.895	0.85	0.9520000000000001	67.0	74.0	75.0	64.0	
1676254090.32567	11.466	0.158	0.25	0.05	0.19	0.9470000000000001	0.9470000000000001	0.9	1.0	68.0	74.0	75.0	64.0	
1676254090.5261643	11.466	0.105	0.0	0.1	0.15	0.87	0.857	0.905	1.0	67.0	74.0	75.0	64.0	
1676254090.7266338	11.466	0.111	0.0	0.05	0.14300000000000002	0.95	0.9520000000000001	0.95	0.95	68.0	74.0	76.0	64.0	
1676254090.9271493	11.466	0.095	0.095	0.05	0.19	0.9	0.9	0.857	1.0	68.0	74.0	75.0	64.0	
1676254091.12764	11.733	0.105	0.05	0.1	0.105	0.95	0.95	0.9470000000000001	1.0	68.0	74.0	76.0	64.0	
1676254091.3281035	11.733	0.053	0.0	0.0	0.14300000000000002	0.85	0.85	0.85	1.0	67.0	74.0	75.0	64.0	
1676254091.5286148	11.733	0.21100000000000002	0.0	0.1	0.105	0.9520000000000001	0.95	0.9520000000000001	1.0	68.0	74.0	76.0	64.0	
1676254091.7292173	11.733	0.263	0.05	0.0	0.158	0.9470000000000001	0.95	0.9	1.0	68.0	74.0	74.0	64.0	
1676254091.9297256	12.187	0.11800000000000001	0.25	0.0	0.048	0.9	0.857	0.9	0.95	67.0	74.0	75.0	64.0	
1676254092.1302137	12.187	0.0	0.105	0.0	0.05	0.9470000000000001	0.95	0.9470000000000001	1.0	67.0	74.0	75.0	64.0	
1676254092.3306983	12.187	0.05	0.14300000000000002	0.0	0.0	0.905	0.857	0.857	1.0	67.0	74.0	75.0	64.0	
1676254092.5312135	12.187	0.182	0.2	0.05	0.0	0.9470000000000001	0.9470000000000001	0.955	1.0	68.0	74.0	75.0	64.0	
1676254092.7316942	12.187	0.0	0.059000000000000004	0.0	0.053	0.87	0.909	0.9	1.0	67.0	74.0	75.0	64.0	
1676254092.9321928	11.783	0.111	0.16699999999999998	0.05	0.0	0.9470000000000001	0.9470000000000001	0.95	1.0	68.0	75.0	75.0	65.0	
1676254093.1326835	11.783	0.055999999999999994	0.19	0.0	0.095	0.905	0.905	0.895	1.0	68.0	74.0	76.0	65.0	
1676254093.333191	11.783	0.105	0.111	0.0	0.0	0.95	0.95	0.95	1.0	68.0	75.0	75.0	64.0	
1676254093.5336921	11.783	0.11800000000000001	0.15	0.055999999999999994	0.0	0.905	0.857	0.9520000000000001	0.905	68.0	75.0	76.0	64.0	
1676254093.7342033	11.783	0.21100000000000002	0.053	0.182	0.0	0.895	0.895	0.857	1.0	68.0	75.0	76.0	64.0	
1676254093.9346907	11.783	0.0	0.0	0.158	0.0	0.9520000000000001	0.95	0.9470000000000001	1.0	68.0	75.0	76.0	65.0	
1676254094.1351886	11.783	0.15	0.0	0.105	0.0	0.857	0.857	0.9	1.0	68.0	75.0	76.0	64.0	
1676254094.3356671	11.783	0.0	0.053	0.105	0.055999999999999994	0.95	0.9520000000000001	0.95	1.0	68.0	75.0	76.0	65.0	
1676254094.5361786	11.783	0.2	0.105	0.19	0.053	0.9	0.9	0.905	1.0	68.0	74.0	76.0	65.0	
1676254094.7366962	12.382	0.158	0.05	0.158	0.048	0.9520000000000001	0.9520000000000001	0.9520000000000001	1.0	68.0	75.0	76.0	65.0	
1676254094.9371915	12.382	0.158	0.055999999999999994	0.0	0.059000000000000004	0.95	0.895	0.895	1.0	68.0	74.0	76.0	64.0	
1676254095.1376677	12.382	0.055999999999999994	0.0	0.053	0.182	0.9	0.9	0.857	1.0	68.0	75.0	76.0	65.0	
1676254095.3381379	12.382	0.21100000000000002	0.0	0.0	0.1	0.9470000000000001	0.95	0.9470000000000001	1.0	69.0	75.0	77.0	65.0	
1676254095.5386367	12.382	0.095	0.1	0.053	0.105	0.857	0.857	0.905	1.0	68.0	75.0	76.0	65.0	
1676254095.739112	12.649	0.059000000000000004	0.05	0.0	0.14300000000000002	0.95	0.95	0.95	1.0	69.0	75.0	77.0	65.0	
1676254095.9395843	12.649	0.158	0.0	0.053	0.105	0.895	0.895	0.895	1.0	68.0	75.0	76.0	65.0	
1676254096.1400948	12.649	0.105	0.0	0.0	0.14300000000000002	0.9520000000000001	0.95	0.95	1.0	69.0	75.0	77.0	65.0	
1676254096.3405778	12.649	0.111	0.048	0.0	0.105	0.9470000000000001	0.95	0.9	1.0	68.0	75.0	76.0	65.0	
1676254096.5412178	12.649	0.16699999999999998	0.0	0.1	0.23800000000000002	0.905	0.8420000000000001	0.8640000000000001	0.909	67.0	74.0	75.0	64.0	
1676254096.7416844	12.649	0.0	0.048	0.05	0.1	0.95	0.95	0.9470000000000001	1.0	69.0	75.0	76.0	65.0	
1676254096.9422016	12.016	0.158	0.05	0.0	0.158	0.9	0.8640000000000001	0.9	1.0	67.0	75.0	76.0	65.0	
1676254097.1426778	12.016	0.053	0.0	0.05	0.15	0.9470000000000001	0.95	0.95	1.0	69.0	75.0	77.0	65.0	
1676254097.3431509	12.016	0.25	0.0	0.05	0.15	0.9	0.895	0.85	1.0	69.0	75.0	77.0	65.0	
1676254097.5436537	12.016	0.053	0.0	0.055999999999999994	0.111	0.905	0.95	0.9520000000000001	1.0	69.0	76.0	77.0	65.0	
1676254097.744132	12.466	0.19	0.05	0.053	0.14300000000000002	0.9	0.9	0.9	1.0	68.0	75.0	76.0	65.0	
1676254097.9446104	12.466	0.059000000000000004	0.0	0.05	0.19	0.95	0.95	0.95	1.0	68.0	76.0	77.0	65.0	
1676254098.1452157	12.466	0.16699999999999998	0.0	0.0	0.053	0.95	0.857	0.895	0.9470000000000001	68.0	75.0	77.0	65.0	
1676254098.3457162	12.466	0.0	0.053	0.1	0.105	0.895	0.895	0.85	1.0	68.0	75.0	76.0	65.0	
1676254098.546205	12.466	0.28600000000000003	0.053	0.0	0.15	0.9520000000000001	0.95	0.95	1.0	69.0	75.0	77.0	65.0	
1676254098.746705	12.199	0.105	0.05	0.053	0.15	0.895	0.85	0.9	1.0	69.0	75.0	77.0	65.0	
1676254098.9473453	12.199	0.158	0.0	0.0	0.15	0.95	1.0	0.9470000000000001	1.0	69.0	75.0	77.0	65.0	
1676254099.1478338	12.199	0.053	0.0	0.0	0.15	0.85	0.85	0.9	1.0	68.0	75.0	76.0	65.0	
1676254099.3483038	12.199	0.053	0.0	0.05	0.1	1.0	0.9520000000000001	0.95	1.0	68.0	75.0	77.0	65.0	
1676254099.54881	12.199	0.444	0.053	0.053	0.158	0.955	0.95	0.9470000000000001	1.0	69.0	75.0	77.0	65.0	
1676254099.7493079	12.199	0.14300000000000002	0.0	0.0	0.14300000000000002	0.857	0.857	0.8640000000000001	1.0	69.0	76.0	77.0	65.0	
1676254099.9497743	12.199	0.05	0.0	0.0	0.105	0.9470000000000001	0.9470000000000001	0.9470000000000001	1.0	69.0	76.0	77.0	65.0	
1676254100.1502488	12.199	0.16699999999999998	0.05	0.0	0.1	0.905	0.9	0.905	1.0	69.0	76.0	77.0	65.0	
1676254100.3507175	12.199	0.158	0.055999999999999994	0.05	0.14300000000000002	0.95	0.9520000000000001	0.95	1.0	69.0	76.0	77.0	65.0	
1676254100.5512364	12.199	0.111	0.0	0.05	0.158	0.895	0.9	0.857	1.0	69.0	75.0	77.0	65.0	
1676254100.7517369	12.199	0.2	0.05	0.0	0.105	0.955	0.95	0.9520000000000001	1.0	69.0	76.0	77.0	65.0	
1676254100.9522185	12.199	0.055999999999999994	0.0	0.1	0.1	0.9	0.9	0.9470000000000001	1.0	68.0	75.0	76.0	66.0	
1676254101.1527233	12.199	0.263	0.3	0.0	0.23800000000000002	0.9440000000000001	0.895	0.8420000000000001	1.0	69.0	75.0	76.0	65.0	
1676254101.3532078	11.844	0.105	0.05	0.0	0.14300000000000002	0.95	0.905	0.95	1.0	69.0	76.0	77.0	65.0	
1676254101.553722	11.844	0.105	0.053	0.0	0.158	0.895	0.889	0.895	1.0	69.0	76.0	77.0	65.0	
1676254101.7543354	11.844	0.111	0.0	0.05	0.19	0.95	0.955	0.9520000000000001	1.0	68.0	76.0	77.0	66.0	
1676254101.9548256	11.737	0.059000000000000004	0.05	0.1	0.15	0.857	0.9	0.857	1.0	69.0	75.0	77.0	65.0	
1676254102.155316	11.737	0.1	0.0	0.05	0.15	0.95	0.9470000000000001	1.0	1.0	69.0	76.0	77.0	66.0	
1676254102.355801	11.737	0.111	0.0	0.0	0.1	0.85	0.85	0.81	1.0	68.0	75.0	76.0	65.0	
1676254102.5563133	11.737	0.1	0.05	0.05	0.23800000000000002	0.95	0.95	0.95	1.0	69.0	76.0	77.0	65.0	
1676254102.756826	11.767	0.21100000000000002	0.053	0.0	0.316	0.95	0.905	1.0	0.95	69.0	75.0	77.0	65.0	
1676254102.9573424	11.767	0.0	0.05	0.053	0.111	0.8420000000000001	0.9	0.85	1.0	69.0	75.0	77.0	65.0	
1676254103.157824	11.767	0.055999999999999994	0.0	0.048	0.1	0.9570000000000001	0.9520000000000001	0.95	1.0	70.0	76.0	78.0	65.0	
1676254103.3584177	11.767	0.158	0.0	0.0	0.19	0.895	0.857	0.9	1.0	69.0	75.0	76.0	65.0	
1676254103.5589151	11.767	0.14300000000000002	0.105	0.1	0.105	0.95	0.9440000000000001	0.9470000000000001	0.95	70.0	76.0	78.0	65.0	
1676254103.7593853	11.767	0.158	0.095	0.0	0.1	0.85	0.857	0.8640000000000001	1.0	69.0	75.0	77.0	65.0	
1676254103.9598672	12.191	0.11800000000000001	0.095	0.05	0.19	0.95	0.95	0.95	1.0	69.0	76.0	77.0	66.0	
1676254104.160367	12.191	0.1	0.0	0.05	0.15	0.895	0.85	0.889	1.0	69.0	75.0	77.0	65.0	
1676254104.360849	12.191	0.187	0.0	0.053	0.15	0.9	0.9470000000000001	0.9	0.9	68.0	75.0	76.0	65.0	
1676254104.5613565	12.191	0.111	0.0	0.053	0.15	0.95	0.95	0.95	1.0	67.0	75.0	75.0	65.0	
1676254104.7618365	12.321	0.16699999999999998	0.0	0.0	0.15	0.85	0.85	0.85	1.0	69.0	76.0	77.0	65.0	
1676254104.9623022	12.321	0.16699999999999998	0.0	0.0	0.105	0.95	0.95	0.905	1.0	69.0	76.0	77.0	66.0	
1676254105.1627958	12.321	0.053	0.048	0.048	0.14300000000000002	0.85	0.85	0.895	1.0	69.0	76.0	77.0	65.0	
1676254105.3632553	12.321	0.053	0.0	0.048	0.15	0.95	0.9520000000000001	0.95	1.0	70.0	76.0	78.0	66.0	
1676254105.5637696	12.321	0.158	0.053	0.0	0.2	0.85	0.9	0.85	1.0	69.0	76.0	77.0	65.0	
1676254105.7642403	12.321	0.111	0.0	0.0	0.105	0.95	0.9470000000000001	0.9520000000000001	1.0	69.0	76.0	76.0	66.0	
1676254105.96474	12.141	0.16699999999999998	0.105	0.095	0.15	0.81	0.818	0.9	0.9470000000000001	69.0	75.0	77.0	65.0	
1676254106.1652184	12.141	0.0	0.0	0.0	0.105	0.9470000000000001	0.9470000000000001	0.9	1.0	69.0	76.0	77.0	66.0	
1676254106.3656938	12.141	0.19	0.053	0.05	0.1	0.85	0.9	0.9	0.955	68.0	75.0	77.0	65.0	
1676254106.5662131	12.141	0.15	0.053	0.053	0.2	0.95	0.909	0.95	1.0	69.0	76.0	77.0	66.0	
1676254106.7667027	12.141	0.105	0.095	0.0	0.23800000000000002	0.905	0.895	0.857	1.0	69.0	76.0	77.0	65.0	
1676254106.9672086	12.141	0.23800000000000002	0.055999999999999994	0.0	0.19	0.9	0.95	0.95	1.0	69.0	76.0	78.0	66.0	
1676254107.167702	12.141	0.0	0.0	0.053	0.21100000000000002	0.9440000000000001	0.895	0.9440000000000001	1.0	68.0	75.0	77.0	66.0	
1676254107.3681903	12.141	0.158	0.095	0.05	0.105	0.85	0.9	0.8	0.9	68.0	75.0	76.0	64.0	
1676254107.568699	12.141	0.105	0.1	0.14300000000000002	0.2	0.9470000000000001	0.9470000000000001	0.95	1.0	69.0	76.0	77.0	65.0	
1676254107.7692032	11.573	0.105	0.053	0.0	0.2	0.905	0.905	0.905	1.0	69.0	76.0	77.0	66.0	
1676254107.9696805	11.573	0.0	0.0	0.0	0.105	0.9470000000000001	0.9470000000000001	0.95	1.0	70.0	76.0	78.0	66.0	
1676254108.1701775	11.573	0.158	0.0	0.1	0.19	0.857	0.9	0.9	1.0	69.0	76.0	77.0	66.0	
1676254108.3706524	11.573	0.05	0.0	0.0	0.1	0.95	0.9470000000000001	0.9470000000000001	1.0	69.0	76.0	78.0	66.0	
